driver_race,location,n_arrests,n_stops
Hispanic drivers,55045,0.0,198.0
White drivers,55047,12.0,1360.0
Black drivers,55047,3.0,23.0
Hispanic drivers,55047,0.0,38.0
White drivers,55049,64.0,8352.0
Black drivers,55049,5.0,184.0
Hispanic drivers,55049,4.0,118.0
White drivers,55051,5.0,2126.0
Black drivers,55051,0.0,9.0
Hispanic drivers,55051,1.0,21.0
White drivers,55053,212.0,21967.0
Black drivers,55053,36.0,1980.0
Hispanic drivers,55053,17.0,927.0
White drivers,55055,247.0,23382.0
Black drivers,55055,82.0,3122.0
Hispanic drivers,55055,32.0,1516.0
White drivers,55057,199.0,18580.0
Black drivers,55057,32.0,1933.0
Hispanic drivers,55057,15.0,774.0
White drivers,55059,294.0,20556.0
Black drivers,55059,163.0,4072.0
Hispanic drivers,55059,86.0,2968.0
White drivers,55061,4.0,753.0
Black drivers,55061,0.0,9.0
Hispanic drivers,55061,0.0,16.0
White drivers,55063,333.0,19471.0
Black drivers,55063,39.0,997.0
Hispanic drivers,55063,14.0,584.0
White drivers,55065,24.0,4477.0
Black drivers,55065,2.0,103.0
Hispanic drivers,55065,3.0,113.0
White drivers,55067,13.0,1661.0
Black drivers,55067,0.0,5.0
Hispanic drivers,55067,1.0,29.0
White drivers,55069,59.0,4994.0
Black drivers,55069,2.0,34.0
Hispanic drivers,55069,2.0,37.0
White drivers,55071,68.0,12723.0
Black drivers,55071,6.0,791.0
Hispanic drivers,55071,7.0,567.0
White drivers,55073,306.0,20976.0
Black drivers,55073,20.0,361.0
Hispanic drivers,55073,28.0,397.0
White drivers,55075,15.0,3190.0
Black drivers,55075,0.0,32.0
Hispanic drivers,55075,1.0,53.0
White drivers,55077,97.0,7379.0
Black drivers,55077,2.0,158.0
Hispanic drivers,55077,4.0,175.0
White drivers,55079,125.0,4733.0
Black drivers,55079,115.0,2037.0
Hispanic drivers,55079,49.0,856.0
White drivers,55081,285.0,31315.0
Black drivers,55081,64.0,2315.0
Hispanic drivers,55081,31.0,1157.0
White drivers,55083,171.0,10061.0
Black drivers,55083,4.0,99.0
Hispanic drivers,55083,4.0,131.0
White drivers,55085,171.0,8693.0
Black drivers,55085,7.0,56.0
Hispanic drivers,55085,2.0,77.0
White drivers,55087,179.0,11119.0
Black drivers,55087,13.0,335.0
Hispanic drivers,55087,19.0,455.0
White drivers,55089,44.0,8667.0
Black drivers,55089,17.0,1120.0
Hispanic drivers,55089,12.0,629.0
White drivers,55091,14.0,1114.0
Black drivers,55091,0.0,11.0
Hispanic drivers,55091,3.0,16.0
White drivers,55093,16.0,2241.0
Black drivers,55093,0.0,30.0
Hispanic drivers,55093,1.0,16.0
White drivers,55095,118.0,6244.0
Black drivers,55095,5.0,80.0
Hispanic drivers,55095,3.0,89.0
White drivers,55097,262.0,14195.0
Black drivers,55097,8.0,263.0
Hispanic drivers,55097,24.0,523.0
White drivers,55099,17.0,2159.0
Black drivers,55099,0.0,9.0
Hispanic drivers,55099,0.0,10.0
White drivers,55101,267.0,16875.0
Black drivers,55101,209.0,4157.0
Hispanic drivers,55101,123.0,2460.0
White drivers,55103,27.0,3565.0
Black drivers,55103,2.0,41.0
Hispanic drivers,55103,0.0,64.0
White drivers,55105,326.0,19769.0
Black drivers,55105,156.0,2991.0
Hispanic drivers,55105,51.0,1857.0
White drivers,55107,46.0,4800.0
Black drivers,55107,0.0,30.0
Hispanic drivers,55107,0.0,35.0
White drivers,55109,300.0,25665.0
Black drivers,55109,61.0,1947.0
Hispanic drivers,55109,11.0,959.0
White drivers,55111,229.0,16635.0
Black drivers,55111,37.0,1251.0
Hispanic drivers,55111,39.0,1001.0
White drivers,55113,35.0,2913.0
Black drivers,55113,1.0,7.0
Hispanic drivers,55113,1.0,18.0
White drivers,55115,137.0,13566.0
Black drivers,55115,9.0,161.0
Hispanic drivers,55115,12.0,257.0
White drivers,55117,119.0,6096.0
Black drivers,55117,23.0,416.0
Hispanic drivers,55117,15.0,374.0
White drivers,55119,26.0,1718.0
Black drivers,55119,0.0,4.0
Hispanic drivers,55119,2.0,26.0
White drivers,55121,131.0,12847.0
Black drivers,55121,27.0,886.0
Hispanic drivers,55121,25.0,698.0
White drivers,55123,13.0,1310.0
Black drivers,55123,0.0,22.0
Hispanic drivers,55123,0.0,17.0
White drivers,55125,38.0,5689.0
Black drivers,55125,2.0,37.0
Hispanic drivers,55125,0.0,30.0
White drivers,55127,61.0,8347.0
Black drivers,55127,20.0,643.0
Hispanic drivers,55127,17.0,563.0
White drivers,55129,51.0,4885.0
Black drivers,55129,2.0,43.0
Hispanic drivers,55129,0.0,35.0
White drivers,55131,43.0,4722.0
Black drivers,55131,6.0,337.0
Hispanic drivers,55131,5.0,211.0
White drivers,55133,273.0,14201.0
Black drivers,55133,99.0,2171.0
Hispanic drivers,55133,66.0,1279.0
White drivers,55135,113.0,8164.0
Black drivers,55135,3.0,88.0
Hispanic drivers,55135,8.0,167.0
White drivers,55137,116.0,6632.0
Black drivers,55137,7.0,235.0
Hispanic drivers,55137,19.0,301.0
White drivers,55139,225.0,22034.0
Black drivers,55139,35.0,888.0
Hispanic drivers,55139,23.0,804.0
White drivers,55141,165.0,5789.0
Black drivers,55141,8.0,82.0
Hispanic drivers,55141,4.0,137.0
